year,award,outcome,title,author,published
1982,Best Novelette,3,“The Thermals of August”,Edward Bryant,F&SF May 1981
1982,Best Novelette,4,“The Fire When It Comes”,Parke Godwin,F&SF May 1981
1982,Best Novelette,5,“The Quickening”,Michael Bishop,"Universe 11, 1981"
1982,Best Short Story,1,“The Pusher”,John Varley,F&SF Oct 1981
1982,Best Short Story,2,“The Woman the Unicorn Loved”,Gene Wolfe,Asimov’s Jun 1981
1982,Best Short Story,3,“Absent Thee from Felicity Awhile…”,Somtow Sucharitkul,Analog Sep 1981
1982,Best Short Story,4,“The Quiet”,George Florance-Guthridge,F&SF Jul 1981
1981,Best Novel,1,The Snow Queen,Joan D. Vinge,"Dial Press, 1980"
1981,Best Novel,2,Lord Valentine’s Castle,Robert Silverberg,"F&SF Nov,Dec 1979,Jan,Feb 1980; Harper & Row, 1980"
1981,Best Novel,3,The Ringworld Engineers,Larry Niven,"Galileo Jul,Sep,Nov 1979,Jan 1980; Phantasia, 1980"
1981,Best Novel,4,Beyond the Blue Event Horizon,Frederik Pohl,"Ballantine Del Rey, 1980"
1981,Best Novel,5,Wizard,John Varley,"Berkley Putnam, 1980"
1981,Best Novella,1,“Lost Dorsai”,Gordon R. Dickson,Destinies v2 #1 Feb/Mar 1980
1981,Best Novella,2,“One-Wing”,George R. R. Martin And Lisa Tuttle,"Analog Jan,Feb 1980"
1981,Best Novella,3,“Nightflyers”,George R. R. Martin,Analog Apr 1980
1981,Best Novella,4,“The Brave Little Toaster”,Thomas M. Disch,F&SF Aug 1980
1981,Best Novella,5,“All the Lies That Are My Life”,Harlan Ellison,"F&SF Nov 1980; Underwood-Miller, 1980"
1981,Best Novelette,1,“The Cloak and the Staff”,Gordon R. Dickson,Analog Aug 1980
1981,Best Novelette,2,“Savage Planet”,Barry B. Longyear,Analog Feb 1980
1981,Best Novelette,3,“Beatnik Bayou”,John Varley,"New Voices III: The Campbell Award Nominees, 1980"
1981,Best Novelette,4,“The Lordly Ones”,Keith Roberts,F&SF Mar 1980
1981,Best Novelette,5,“The Autopsy”,Michael Shea,F&SF Dec 1980
1981,Best Novelette,6,“The Ugly Chickens”,Howard Waldrop,"Universe 10, 1980; Sci Fiction, scifi.com 2000-05-31"
1981,Best Short Story,1,“Grotto of the Dancing Deer”,Clifford D. Simak,Analog Apr 1980
1981,Best Short Story,2,“Our Lady of the Sauropods”,Robert Silverberg,Omni Sep 1980
1981,Best Short Story,3,“Spidersong”,Susan C. Petrey,F&SF Sep 1980
1981,Best Short Story,4,“Cold Hands”,Jeff Duntemann,Asimov’s Jun 1980
1981,Best Short Story,5,“Guardian”,Jeff Duntemann,Asimov’s Sep 1980
1980,Best Novel,1,The Fountains of Paradise,Arthur C. Clarke,"Gollancz, 1979; Harcourt Brace Jovanovich, 1979"
1980,Best Novel,2,Titan,John Varley,"Analog Jan,Feb,Mar,Apr 1979; Berkley Putnam, 1979"
1980,Best Novel,3,Jem,Frederik Pohl,"St. Martin’s, 1979"
1980,Best Novel,4,Harpist in the Wind,Patricia A. Mckillip,"Atheneum, 1979"
1980,Best Novel,5,On Wings of Song,Thomas M. Disch,"F&SF Feb,Mar,Apr 1979; St. Martin’s, 1979"
1980,Best Novella,1,“Enemy Mine”,Barry B. Longyear,Asimov’s Sep 1979
1980,Best Novella,2,“Songhouse”,Orson Scott Card,Analog Sep 1979
1980,Best Novella,3,“The Moon Goddess and the Son”,Donald Kingsbury,Analog Dec 1979
1980,Best Novella,4,“Ker-Plop”,Ted Reynolds,Asimov’s Jan 1979
1980,Best Novella,5,“The Battle of the Abaco Reefs”,Hilbert Schenck,F&SF Jun 1979
1980,Best Novelette,1,“Sandkings”,George R. R. Martin,Omni Aug 1979
1980,Best Novelette,2,“Homecoming”,Barry B. Longyear,Asimov’s Oct 1979
1980,Best Novelette,3,“The Locusts”,Larry Niven And Steven Barnes,Analog Jun 1979
1980,Best Novelette,4,“Fireflood”,Vonda N. Mcintyre,F&SF Nov 1979
1980,Best Novelette,5,“Options”,John Varley,"Universe 9, 1979"
1980,Best Novelette,6,“Palely Loitering”,Christopher Priest,F&SF Jan 1979
1980,Best Short Story,1,“The Way of Cross and Dragon”,George R. R. Martin,Omni Jun 1979
1980,Best Short Story,2,“Unaccompanied Sonata”,Orson Scott Card,Omni Mar 1979
1980,Best Short Story,3,“Can These Bones Live?”,Ted Reynolds,Analog Mar 1979
1980,Best Short Story,4,“giANTS”,Edward Bryant,Analog Aug 1979
1980,Best Short Story,5,"“Daisy, in the Sun”",Connie Willis,Galileo Nov 1979
1979,Best Novel,1,Dreamsnake,Vonda N. Mcintyre,"Houghton Mifflin, 1978"
1979,Best Novel,2,The White Dragon,Anne Mccaffrey,"Ballantine Del Rey, 1978"
1979,Best Novel,3,The Faded Sun: Kesrith,C. J. Cherryh,"Galaxy Feb,Mar,Apr,May 1978; DAW, 1978"
1979,Best Novel,4,Blind Voices,Tom Reamy,"Berkley Putnam, 1978"
1979,Best Novella,1,“The Persistence of Vision”,John Varley,F&SF Mar 1978
1979,Best Novella,2,“Fireship”,Joan D. Vinge,Analog Dec 1978
1979,Best Novella,3,“The Watched”,Christopher Priest,F&SF Apr 1978
1979,Best Novella,4,“Enemies of the System”,Brian W. Aldiss,F&SF Jun 1978
1979,Best Novella,5,“Seven American Nights”,Gene Wolfe,"Orbit #20, 1978"
1979,Best Novelette,1,“Hunter’s Moon”,Poul Anderson,Analog Nov 1978
1979,Best Novelette,2,“Mikal’s Songbird”,Orson Scott Card,Analog May 1978
1979,Best Novelette,3,“The Man Who Had No Idea”,Thomas M. Disch,F&SF Oct 1978
1979,Best Novelette,4,“Devil You Don’t Know”,Dean Ing,Analog Jan 1978
1979,Best Novelette,5,“The Barbie Murders”,John Varley,Asimov’s Jan/Feb 1978
1979,Best Short Story,1,“Cassandra”,C. J. Cherryh,F&SF Oct 1978
1979,Best Short Story,2,“Count the Clock That Tells the Time”,Harlan Ellison,Omni Dec 1978
1979,Best Short Story,3,“View from a Height”,Joan D. Vinge,"Analog Jun 1978; Sci Fiction, scifi.com 2004-10-06"
1979,Best Short Story,4,“Stone”,Edward Bryant,F&SF Feb 1978
1979,Best Short Story,5,“The Very Slow Time Machine”,Ian Watson,"Anticipations, 1978"
1978,Best Novel,1,Gateway,Frederik Pohl,"Galaxy Nov,Dec 1976,Mar 1977; St. Martin’s, 1977"
1978,Best Novel,2,The Forbidden Tower,Marion Zimmer Bradley,"DAW, 1977"
1978,Best Novel,3,Lucifer’s Hammer,Larry Niven And Jerry Pournelle,"Playboy, 1977"
1978,Best Novel,4,Time Storm,Gordon R. Dickson,"St. Martin’s, 1977"
1978,Best Novel,5,Dying of the Light,George R. R. Martin,"Analog Apr,May,Jun,Jul 1977; Simon & Schuster, 1977"
1978,Best Novella,1,“Stardance”,Spider Robinson And Jeanne Robinson,Analog Mar 1977
1978,Best Novella,2,“In the Hall of the Martian Kings”,John Varley,F&SF Feb 1977
1978,Best Novella,3,“Aztecs”,Vonda N. Mcintyre,"2076: The American Tricentennial, 1977"
1978,Best Novella,4,“A Snark in the Night”,Gregory Benford,F&SF Aug 1977
1978,Best Novella,5,“The Wonderful Secret”,Keith Laumer,"Analog Sep,Oct 1977"
1978,Best Novelette,1,“Eyes of Amber”,Joan D. Vinge,Analog Jun 1977
1978,Best Novelette,2,“Ender’s Game”,Orson Scott Card,Analog Aug 1977
1978,Best Novelette,3,“The Screwfly Solution”,"Raccoona Sheldon (Aka: James Tiptree, Jr. )","Analog Jun 1977; Sci Fiction, scifi.com 2002-10-09"
1978,Best Novelette,4,“Prismatica”,Samuel R. Delany,F&SF Oct 1977
1978,Best Novelette,5,“The Ninth Symphony of Ludwig van Beethoven and Other Lost Songs”,Carter Scholz,"Universe 7, 1977"
1978,Best Short Story,1,“Jeffty Is Five”,Harlan Ellison,F&SF Jul 1977
1978,Best Short Story,2,“Air Raid”,Herb Boehm (Aka: John Varley),Asimov’s Spr 1977
1978,Best Short Story,3,“Dog Day Evening”,Spider Robinson,Analog Oct 1977
1978,Best Short Story,4,“Lauralyn”,Randall Garrett,Analog Apr 1977
1978,Best Short Story,5,“Time-Sharing Angel”,"James Tiptree, Jr. ",F&SF Oct 1977
1977,Best Novel,1,Where Late the Sweet Birds Sang,Kate Wilhelm,"Harper & Row, 1976"
1977,Best Novel,2,Mindbridge,Joe Haldeman,"St. Martin’s, 1976"
1977,Best Novel,3,Children of Dune,Frank Herbert,"Analog Jan,Feb,Mar,Apr 1976; Berkley Putnam, 1976"
1977,Best Novel,4,Man Plus,Frederik Pohl,"F&SF Apr,May,Jun 1976; Random House, 1976"
1977,Best Novel,5,Shadrach in the Furnace,Robert Silverberg,"Analog Aug,Sep,Oct 1976; Bobbs-Merrill, 1976"
1977,Best Novella,1,“By Any Other Name”,Spider Robinson,Analog Nov 1976
1977,Best Novella,2,"“Houston, Houston, Do You Read?”","James Tiptree, Jr. ","Aurora: Beyond Equality (Fawcett), 1976"
1977,Best Novella,3,“The Samurai and the Willows”,Michael Bishop,F&SF Feb 1976
1977,Best Novella,4,“Piper at the Gates of Dawn”,Richard Cowper,F&SF Mar 1976
1977,Best Novelette,1,“The Bicentennial Man”,Isaac Asimov,"Stellar #2, 1976"
1977,Best Novelette,2,“The Diary of the Rose”,Ursula K. Le Guin,"Future Power, 1976"
1977,Best Novelette,3,"“Gotta Sing, Gotta Dance”",John Varley,Galaxy Jul 1976
1977,Best Novelette,4,“The Phantom of Kansas”,John Varley,Galaxy Feb 1976
1977,Best Short Story,1,“Tricentennial”,Joe Haldeman,Analog Jul 1976
1977,Best Short Story,2,“A Crowd of Shadows”,C. L. Grant,F&SF Jun 1976
1977,Best Short Story,3,“I See You”,Damon Knight,F&SF Nov 1976
1977,Best Short Story,4,“Custom Fitting”,James White,"Stellar #2, 1976"
1976,Best Novel,1,The Forever War,Joe Haldeman,"St. Martin’s, 1974"
1976,Best Novel,2,Doorways in the Sand,Roger Zelazny,"Analog Jun,Jul,Aug 1975; Harper & Row, 1976"
1976,Best Novel,3,Inferno,Larry Niven And Jerry Pournelle,"Galaxy Aug,Sep,Oct 1975"
1976,Best Novel,4,The Computer Connection (alt: The Indian Giver),Alfred Bester,"Berkley Putnam, 1975"
1976,Best Novel,5,The Stochastic Man,Robert Silverberg,"F&SF Apr,May,Jun 1975; Harper & Row, 1975"
1976,Best Novella,1,“Home Is the Hangman”,Roger Zelazny,Analog Nov 1975
1976,Best Novella,2,“The Storms of Windhaven”,George R. R. Martin And Lisa Tuttle,Analog May 1975
1976,Best Novella,3,“ARM”,Larry Niven,"Epoch, 1975"
1976,Best Novella,4,“The Silent Eyes of Time”,Algis Budrys,F&SF Nov 1975
1976,Best Novella,5,“The Custodians”,Richard Cowper,F&SF Oct 1975
1976,Best Novelette,1,“The Borderland of Sol”,Larry Niven,Analog Jan 1975
1976,Best Novelette,2,“The New Atlantis”,Ursula K. Le Guin,"The New Atlantis, 1975"
1976,Best Novelette,3,“And Seven Times Never Kill Man”,George R. R. Martin,Analog Jul 1975
1976,Best Novelette,4,“San Diego Lightfoot Sue”,Tom Reamy,F&SF Aug 1975
1976,Best Novelette,5,“Tinker”,Jerry Pournelle,Galaxy Jul 1975
1976,Best Short Story,1,“Catch That Zeppelin!”,Fritz Leiber,F&SF Mar 1975
1976,Best Short Story,2,“Croatoan”,Harlan Ellison,F&SF May 1975
1976,Best Short Story,3,“Child of All Ages”,P. J. Plauger,Analog Mar 1975
1976,Best Short Story,4,“Sail the Tide of Mourning”,Richard A. Lupoff,"New Dimensions #5, 1975"
1976,Best Short Story,5,“Rogue Tomato”,Michael Bishop,"New Dimensions #5, 1975"
1976,Best Short Story,6,“Doing Lennon”,Gregory Benford,Analog Apr 1975
1975,Best Novel,1,The Dispossessed,Ursula K. Le Guin,"Harper & Row, 1974"
1975,Best Novel,2,Fire Time,Poul Anderson,"Doubleday, 1974"
1975,Best Novel,3,"Flow My Tears, the Policeman Said",Philip K. Dick,"Doubleday, 1974"
1975,Best Novel,4,The Mote in God’s Eye,Larry Niven And Jerry Pournelle,"Simon & Schuster, 1974"
1975,Best Novel,5,Inverted World (alt: The Inverted World),Christopher Priest,"Galaxy Dec 1973,Jan,Feb,Mar 1974; Harper & Row, 1974"
1975,Best Novella,1,“A Song for Lya”,George R. R. Martin,Analog Jun 1974
1975,Best Novella,2,“Strangers”,Gardner Dozois,"New Dimensions IV, 1974"
1975,Best Novella,3,“Born with the Dead”,Robert Silverberg,F&SF Apr 1974
1975,Best Novella,4,“Riding the Torch”,Norman Spinrad,"Threads of Time, 1974"
1975,Best Novella,5,“Assault on a City”,Jack Vance,"Universe 4, 1974"
1975,Best Novelette,1,“Adrift Just Off the Islets of Langerhans”,Harlan Ellison,F&SF Oct 1974
1975,Best Novelette,2,“&emdash;That Thou Art Mindful of Him!”,Isaac Asimov,F&SF May 1974
1975,Best Novelette,3,“Midnight,Fritz Leiber,If Aug 1974
1975,Best Novelette,4,“After the Dreamtime”,Richard A. Lupoff,"New Dimensions IV, 1974"
1975,Best Novelette,5,“Extreme Prejudice”,Jerry Pournelle,Analog Jul 1974
1975,Best Novelette,6,“Nix Olympica”,William Walling,Analog Dec 1974
1975,Best Novelette,7,"“A Brother to Dragons, a Companion of Owls”",Kate Wilhelm,"Orbit #14, 1974"
1975,Best Short Story,1,“The Hole Man”,Larry Niven,Analog Jan 1974
1975,Best Short Story,2,“The Four-Hour Fugue”,Alfred Bester,Analog Jun 1974
1975,Best Short Story,3,“Cathadonian Odyssey”,Michael Bishop,F&SF Sep 1974
1975,Best Short Story,4,“The Day Before the Revolution”,Ursula K. Le Guin,Galaxy Aug 1974
1975,Best Short Story,5,“Schwartz Between the Galaxies”,Robert Silverberg,"Stellar #1, 1974"
1974,Best Novel,1,Rendezvous With Rama,Arthur C. Clarke,"Galaxy Sep,Oct 1973; Harcourt Brace Jovanovich, 1973"
1974,Best Novel,2,Time Enough for Love,Robert A. Heinlein,"Putnam, 1973"
1974,Best Novel,3,Protector,Larry Niven,"Ballantine, 1973"
1974,Best Novel,4,The People of the Wind,Poul Anderson,"Analog Feb,Mar,Apr 1973; Signet, 1973"
1974,Best Novel,5,The Man Who Folded Himself,David Gerrold,"Random House, 1973"
1974,Best Novella,1,“The Girl Who Was Plugged In”,"James Tiptree, Jr. ","New Dimensions #3, 1973"
1974,Best Novella,2,“The Death of Doctor Island”,Gene Wolfe,"Universe 3, 1973"
1974,Best Novella,3,“Death and Designation Among the Asadi”,Michael Bishop,If Feb 1973
1974,Best Novella,4,“The White Otters of Childhood”,Michael Bishop,F&SF Jul 1973
1974,Best Novella,5,“Chains of the Sea”,Gardner Dozois,"Chains of the Sea, 1973"
1974,Best Novelette,1,“The Deathbird”,Harlan Ellison,F&SF Mar 1973
1974,Best Novelette,2,"“Of Mist, and Grass, and Sand”",Vonda N. Mcintyre,Analog Oct 1973
1974,Best Novelette,3,“Love Is the Plan the Plan Is Death”,"James Tiptree, Jr. ","The Alien Condition, 1973"
1974,Best Novelette,4,“The City on the Sand”,George Alec Effinger,F&SF Apr 1973
1974,Best Novelette,5,“He Fell into a Dark Hole”,Jerry Pournelle,Analog Mar 1973
1974,Best Short Story,1,“The Ones Who Walk Away from Omelas”,Ursula K. Le Guin,"New Dimensions #3, 1973"
1974,Best Short Story,2,“With Morning Comes Mistfall”,George R. R. Martin,Analog May 1973
1974,Best Short Story,3,“Construction Shack”,Clifford D. Simak,If Feb 1973
1974,Best Short Story,4,“Wings”,Vonda N. Mcintyre,"The Alien Condition, 1973"
1973,Best Novel,1,The Gods Themselves,Isaac Asimov,"Galaxy Mar/Apr,May/Jun 1972; If Mar/Apr 1972"
1973,Best Novel,2,When Harlie Was One,David Gerrold,"Ballantine, 1972"
1973,Best Novel,3,There Will Be Time,Poul Anderson,"Signet, 1972"
1973,Best Novel,4,The Book of Skulls,Robert Silverberg,"Scribner’s, 1972"
1973,Best Novel,5,Dying Inside,Robert Silverberg,"Galaxy Jul/Aug,Sep/Oct 1972; Scribner’s, 1972"
1973,Best Novel,6,A Choice of Gods,Clifford D. Simak,"Putnam, 1972"
1973,Best Novella,1,“The Word for World is Forest”,Ursula K. Le Guin,"Again, Dangerous Visions, 1972"
1973,Best Novella,2,“The Gold at the Starbow’s End”,Frederik Pohl,Analog Mar 1972
1973,Best Novella,3,“The Fifth Head of Cerberus”,Gene Wolfe,"Orbit #10, 1972"
1973,Best Novella,4,“Hero”,Joe Haldeman,Analog Jun 1972
1973,Best Novella,5,“The Mercenary”,Jerry Pournelle,Analog Jul 1972
1973,Best Novelette,1,“Goat Song”,Poul Anderson,F&SF Feb 1972
1973,Best Novelette,2,“Patron of the Arts”,William Rotsler,"Universe 2, 1972"
1973,Best Novelette,3,“Basilisk”,Harlan Ellison,F&SF Aug 1972
1973,Best Novelette,4,“A Kingdom,Gardner R. Dozois,"Orbit #10, 1972"
1973,Best Novelette,5,“Painwise”,"James Tiptree, Jr. ",F&SF Feb 1972
1973,Best Short Story,1,“Eurema’s Dam”,R. A. Lafferty,"New Dimensions #2, 1972"
1973,Best Short Story,2,“The Meeting”,Frederik Pohl And C. M. Kornbluth,F&SF Nov 1972
1973,Best Short Story,3,“When We Went to See the End of the World”,Robert Silverberg,"Universe 2, 1972"
1973,Best Short Story,4,“And I Awoke and Found Me Here on the Cold Hill’s Side”,"James Tiptree, Jr. ",F&SF Mar 1972
1973,Best Short Story,5,“When It Changed”,Joanna Russ,"Again, Dangerous Visions, 1972; Sci Fiction, scifi.com 2000-11-15"
1972,Best Novel,1,To Your Scattered Bodies Go,Philip José Farmer,"Putnam, 1971"
1972,Best Novel,2,The Lathe of Heaven,Ursula K. Le Guin,"Amazing Mar,May 1971; Scribner’s, 1971"
1972,Best Novel,3,Dragonquest,Anne Mccaffrey,"Ballantine, 1971"
1972,Best Novel,4,Jack of Shadows,Roger Zelazny,"F&SF Jul,Aug 1971; Walker, 1971"
1972,Best Novel,5,A Time of Changes,Robert Silverberg,"Galaxy Mar,Apr,May/Jun 1971; Signet, 1971"
1972,Best Novella,1,“The Queen of Air and Darkness”,Poul Anderson,F&SF Apr 1971
1972,Best Novella,2,“A Meeting with Medusa”,Arthur C. Clarke,Playboy Dec 1971
1972,Best Novella,3,“The Fourth Profession”,Larry Niven,"Quark #4, 1971"
1972,Best Novella,4,“Dread Empire”,John Brunner,Fantastic Apr 1971
1972,Best Novella,5,“A Special Kind of Morning”,Gardner R. Dozois,"New Dimensions #1, 1971"
1972,Best Short Story,1,“Inconstant Moon”,Larry Niven,"All the Myriad Ways, 1971"
1972,Best Short Story,2,“Vaster Than Empires and More Slow”,Ursula K. Le Guin,"New Dimensions #1, 1971"
1972,Best Short Story,3,“The Autumn Land”,Clifford D. Simak,F&SF Oct 1971
1972,Best Short Story,4,“The Bear with the Knot on His Tail”,Stephen Tall (Aka: Compton Crook),F&SF May 1971
1972,Best Short Story,5,“Sky”,R. A. Lafferty,"New Dimensions #1, 1971"
1972,Best Short Story,6,“All the Last Wars at Once”,George Alec Effinger,"Universe 1, 1971"
1971,Best Novel,1,Ringworld,Larry Niven,"Ballantine, 1970"
1971,Best Novel,2,Tau Zero,Poul Anderson,"Doubleday, 1970"
1971,Best Novel,3,Tower of Glass,Robert Silverberg,"Scribner’s, 1970"
1971,Best Novel,4,The Year of the Quiet Sun,Wilson Tucker,"Ace, 1970"
1971,Best Novel,5,Star Light,Hal Clement,"Analog Jun,Jul,Aug,Sep 1970"
1971,Best Novella,1,“Ill Met in Lankhmar”,Fritz Leiber,F&SF Apr 1970
1971,Best Novella,2,“The Thing in the Stone”,Clifford D. Simak,If Mar 1970
1971,Best Novella,3,“The Region Between”,Harlan Ellison,Galaxy Mar 1970
1971,Best Novella,4,“The World Outside”,Robert Silverberg,Galaxy Oct/Nov 1970
1971,Best Novella,5,“Beastchild”,Dean R. Koontz,Venture Aug 1970
1971,Best Short Story,1,“Slow Sculpture”,Theodore Sturgeon,Galaxy Feb 1970
1971,Best Short Story,2,“Continued on Next Rock”,R. A. Lafferty,"Orbit #7, 1970"
1971,Best Short Story,3,“Jean Duprès”,Gordon R. Dickson,"Nova #1, 1970"
1971,Best Short Story,4,“In the Queue”,Keith Laumer,"Orbit #7, 1970"
1971,Best Short Story,5,“Brillo”,Ben Bova And Harlan Ellison,Analog Aug 1970
1970,Best Novel,1,The Left Hand of Darkness,Ursula K. Le Guin,"Ace, 1969"
1970,Best Novel,2,Up the Line,Robert Silverberg,"Ballantine, 1969"
1970,Best Novel,3,Macroscope,Piers Anthony,"Avon, 1969"
1970,Best Novel,4,Slaughterhouse-Five,"Kurt Vonnegut, Jr. ","Delacorte, 1969"
1970,Best Novel,5,Bug Jack Barron,Norman Spinrad,"Avon, 1969"
1970,Best Novella,1,“Ship of Shadows”,Fritz Leiber,F&SF Jul 1969
1970,Best Novella,2,“A Boy and His Dog”,Harlan Ellison,"The Beast that Shouted Love at the Heart of the World, 1969"
1970,Best Novella,3,“We All Die Naked”,James Blish,"Three for Tomorrow, 1969"
1970,Best Novella,4,“Dramatic Mission”,Anne Mccaffrey,Analog Jun 1969
1970,Best Novella,5,“To Jorslem”,Robert Silverberg,Galaxy Feb 1969
1970,Best Short Story,1,“Time Considered as a Helix of Semi-Precious Stones”,Samuel R. Delany,New Worlds Dec 1968
1970,Best Short Story,2,“Passengers”,Robert Silverberg,"Orbit #4, 1968"
1970,Best Short Story,3,“Not Long Before the End”,Larry Niven,F&SF Apr 1969
1970,Best Short Story,4,“Deeper Than the Darkness”,Gregory Benford,F&SF Apr 1969
1970,Best Short Story,5,“Winter’s King”,Ursula K. Le Guin,"Orbit #5, 1969"
1969,Best Novel,1,Stand on Zanzibar,John Brunner,"Doubleday, 1968"
1969,Best Novel,2,Rite of Passage,Alexei Panshin,"Ace, 1968"
1969,Best Novel,3,Nova,Samuel R. Delany,"Doubleday, 1968"
1969,Best Novel,4,Past Master,R. A. Lafferty,"Ace, 1968"
1969,Best Novel,5,The Goblin Reservation,Clifford D. Simak,"Galaxy Apr,Jun 1968; Putnam, 1968"
1969,Best Novella,1,“Nightwings”,Robert Silverberg,Galaxy Sep 1968
1969,Best Novella,2,“Dragonrider”,Anne Mccaffrey,"Analog Dec 1967,Jan 1968"
1969,Best Novella,3,“Lines of Power”,Samuel R. Delany,F&SF May 1968
